Bindeglied zu Hausverwaltung;Name;Adresse;Ort;PLZ;EU-Kunde;Name 5;Leistungszeitraum;Kopftext
Energeia;Roterdstraße 19;;Wien;1160;16;9;;HI des Hauses  Roterdstraße 19 1160 Wien
Arealis;Rötzergasse 6;;Wien;1170;17;05 11;; An die Hausinhabung des Hauses Rötzergasse 6 1170 Wien
IMV;Ruckergasse 20;;Wien;1120;12;nz;;Premium Ruckergasse 20 GmbH & Co KG    
IS Immobilien;Ruckergasse 43;;Wien;1120;12;8;;MEG            ATU58600366  Ruckergasse 43 1120 Wien
IMV;Ruckergasse 63;;Wien;1120;12;nz;;Mag. Mucknauer ATU57916269   
Resag Home;Rüdigergasse 5;;Wien;1050;5;6;; HI des Hauses Rüdigergasse 5 1050 Wien
Schönere Zukunft1;Rudlingsiedlung 14-15;;Ferschnitz;3324;;9;Nein, ;    
Hofer Stockerau;Rudolf Hirschstraße 2;;Wien;2000;0;nz;, 0664/3849205;    
Grigkar;Rudolfsplatz 13a;;Wien;1010;1;10;Nein, ;Rudolfsplatz 13A Liegenschafts GmbH    
BUWOG;Rueppgasse 7;;Wien;1020;2;4;;AAC ANARCO Liegenschaftsverwaltung GmbH & Co KG ATU66645428   
IMV;Ruhrhofergasse 6;;Wien;1180;18;7;;WALTER IMMOREAL LKW Walter AG & Co OHG ATU60534933   
Arealis;Rummelhardtgasse 2;;Wien;1090;9;9;Dimmi, ;VIENNA INSURANCE GROUP AG  ATU36837900 Wiener Versicherung Gruppe   
Nigg;Rußbergstraße 20;;Wien;1210;21;6;Fr. Tastel, 01/2925343; WEG Rußbergstraße 20   
IS Immobilien;Ruthgasse 21;;Wien;1190;19;11;; Wohnungseigentümergemeinschaft Ruthgasse 21 1190 Wien
Dirnbacher;Saarplatz 11;;Wien;1190;19;11;; Miteigentümergemeinschaft Saarplatz 11 1190 Wien
IMV;Saarplatz 15a;;Wien;1190;19;4;;WALTER IMMOREAL LKW Walter AG & Co OHG    
PCC;Sachsenplatz 15;;Wien;1200;20;10;; Hi des Hauses Sachsenplatz 15 1200 Wien
Schauersberg;Salesianergasse 16;;Wien;1030;3;nz;;    
ONLINE;Salesianergasse 33;;Wien;1030;3;04 10;; Palmers AG   
Arealis;Salesianergasse 4;;Wien;1030;3;8;;An die Hausinhabung des Hauses  Salesianergasse 4 1030 Wien
IMV;Salitergasse 26 1+2;;Perchtoldsdorf;2380;;nz;Ja, ;WEG  Salitergasse 26 1+2 2380 Perchtoldsdorf
Schmid;Salmannsdorferstraße 11;;Wien;1190;19;05 11;; WEG des Hauses Salmannsdorferstraße 11 1190 Wien
Grigkar;Salmannsdorferstraße 23;;Wien;1190;19;11;; HI des Hauses Salmannsdorfer Straße 23 1190 Wien
HV Binder;Saltenstraße 37;;Wien;1220;22;9;;    
IMV;Salvatorgasse 12;;Wien;1010;1;9;;WEG  Salvatorgasse 12 1010 Wien
Resag Home;Salzachstraße 15;;Wien;1200;20;nz;;WEG des Hauses  Salzachstraße 15 1200 Wien
;Salzachstraße 34;;Wien;1200;20;nz;;Conwert Immobilien Invest SE    
ÖVW-M;Salzergasse 8-10;;Wien;1090;9;nz;;" ""Österreichisches Volkswohnungswerk"" z.H.Salzergasse 8-10 1090 Wien"
Arealis;Salzgries 16;;Wien;1010;1;6;; An die Hausinhabung des Hauses Salzgries 16 1010 Wien
Resag Home;Salzgries 17;;Wien;1010;1;6;;Hi des Hauses  Salzgries 17 1010 Wien
IMV;Salzwiesengasse 46/Haus 1/-1/7;;Wien;1140;14;05 11;Nein, ; WEG Salzwiesengasse 46   
Faltis;Sampogasse 6;;Wien;1140;14;7;; WEG 14, Sampogasse 6   
IMV;Satzberggasse 16;;Wien;1140;14;5;;An die WEG des Hauses  Satzberggasse 16 1140 Wien
Schönere Zukunft;Satzberggasse 17;;Wien;1140;14;05 11;Fr. Illic Branka Tür 2, 01/9670516;WEG  Satzberggasse 17 1140 Wien
Resag Home;Sauerburggasse 3;;Wien;1190;19;3;;HI des Hauses  Sauerburggasse 3 1190 Wien
IS Immobilien;Säulengasse 26;;Wien;1090;9;8;; MEG Säulengasse 26 1090 Wien
IMV;Säulengasse 4;;Wien;1090;9;05 11;; WEG Säulengasse 4   
Arealis;Schallergasse 42;;Wien;1120;12;7;Fr. Jovanovic, ;An die Hausinhabung des Hauses  Schallergasse 42 1120 Wien
Arealis;Schallergasse 44;;Wien;1120;12;7;;An die Hausinhabung des Hauses  Schallergasse 44 1120 Wien
;Schanzstraße 15-17;;Wien;1140;14;nz;; WEG Schanzstraße 15-17 1140 Wien
IMV;Schaumburgergasse 5;;Wien;1040;4;3;Hr. Skutlaski, 0664/1810630; PREMIUM Schaumburgergasse 5 GmbH & Co KG   
IMMO Contract;Schegargasse 14a;;Wien;1190;19;nz;;Hausinhabung    
IS Immobilien;Schegargasse 16;;Wien;1190;19;10;;WEG 19., Schegargasse 16    
IMV;Schegargasse 9;;Wien;1190;19;05 11;Nein, ; WEG Schegargasse 9   
IMV;Scheibenbergstraße 38;;Wien;1180;18;4;;WEG Scheibenbergstraße 38    
ONLINE;Scheibenbergstraße 41-43;;Wien;1180;18;3;; WEG Scheibenbergstraße 41-43   
Pibil;Schelleingasse 23;;Wien;1040;4;4;;An die HI des Hauses  Schelleingasse 23 1040 Wien
ÖBV;Schelleingasse 37;;Wien;1040;4;nz;;ESI Immobilienentwicklungs GmbH    
Neues Leben;Schenkendorfgasse 17/Bertlgasse 8;;Wien;1210;21;11;;An die Hausinhabung des Hauses  Schenkendorfgasse 17/Bertlgasse 8 1210 Wien
Neues Leben;Schenkendorfgasse 3-5;;Wien;1210;21;nz;; ID-Nr.: 56702 Schenkendorfgasse 3-5 1210 Wien
Neues Leben;Schenkendorfgasse 42;;Wien;1210;21;11;;GF  58112 1210 Wien, Schenkendorfgasse 42   
Neues Leben;Schenkendorfgasse 57;;Wien;1210;21;11;Hr. Schörg, 0664/6178008;An die Hausinhabung des Hauses  Schenkendorfgasse 57 1210 Wien
Schönere Zukunft;Schenkendorfgasse 64;;Wien;1210;21;nz;Nein, ;WEG  Schenkendorfgasse 64 1210 Wien
Arealis;Scheringgasse 2;;Wien;1140;14;7;; An die Hausinhabung des Hauses Scheringgasse 2 1140 Wien
Schönere Zukunft;Scheunengasse 25-31/1+2/5+6/7+8;;Tulln;3430;0;7;Radovanovic Stoja, 02272/81778; WEG 3430 Tulln, Scheunengasse 25-31 Stg. 1+2,5+6,7+8   
Schönere Zukunft;Scheunengasse 25-31/3+4;;Tulln;3430;0;7;Hr. Bozic Stiege 4, ; WEG 3430 Tulln, Scheunengasse 25-31 Stg. 3+4   
HV Zickler;Scheydgasse 21-25;;Wien;1210;21;nz;;An die Hausinhabung des Hauses  Scheydgasse 21-25 1210 Wien
Resag Home;Schiffamtsgasse 18;;Wien;1020;2;10;; Hi des Hauses Schiffamtsgasse 18 1020 Wien
Resag Home;Schiffamtsgasse 20;;Wien;1020;2;10;; Hi des Hauses Schiffamtsgasse 20 1020 Wien
IMV;Schiffmühlenstraße 85-89;;Wien;1220;22;nz;;WEG Schiffmühlenstraße 85-89    
IMV;Schiffmühlenstraße 91;;Wien;1220;22;5;;WEG Schiffmühlenstraße 91 ATU59104436   
IS Immobilien;Schimmelgasse 13-15;;Wien;1030;3;7;; MEG 1030, Schimmelgasse 13-15   
Schönere Zukunft;Schimmelgasse 14;;Wien;1030;3;11;Fr. Moritz, 01/7187045;WEG  Schimmelgasse 14 1030 Wien
HV Zickler;Schindlergasse 54;;Wien;1180;18;nz;; Hausinhabung Schindlergasse 54 1180 Wien
IMV;Schlachthausgasse 21;;Wien;1030;3;7;Nein, ; PREMIUM Schlachthausgasse 21 GmbH & Co KG   
CB Richard Ellis;Schlachthausgasse 37/Barthgasse 1;;Wien;1030;3;6;;Deka Immobilien GmbH  Schlachthausgasse 37 1030 Wien
IS Immobilien;Schlachthausgasse 46;;Wien;1030;3;04 10;; MEG 1030 Wien, Schlachthausgasse 46   
Arealis;Schleifmühlgasse 1;;Wien;1040;4;9;Fr. Milla, 0699/19206099; An die Hausinhabung des Hauses Schleifmühlgasse 1 1040 Wien
Arealis;Schleifmühlgasse 4;;Wien;1040;4;05 11;Fr. Milla, 0699/19206099; An die Hausinhabung des Hauses Schleifmühlgasse 4 1040 Wien
Resag Home;Schlickgasse 5;;Wien;1090;9;nz;;WEG des Hauses  Schlickgasse 5 1090 Wien
IMV;Schlöglgasse 12;;Wien;1120;12;10;Nein, ; WEG Schlöglgasse 12   
IS Immobilien;Schlösselgasse 20;;Wien;1080;8;10;; Miteigentümergemeinschaft Schlösselgasse 20 1080 Wien
Reichl;Schlossgasse 1;;Leopoldsdorf;2333;0;nz;;    
IMV;Schloßgasse 5/Castelligasse 1;;Wien;1050;5;10;;WEG Schloßgasse 5/Castelligasse 1    
Siegl;Schloßgasse 6;;Ma. Enzersdorf;2344;0;04 10;;An die Marktgemeinde Maria Enzersdorf   
;Schloßhoferstraße 58;;Wien;1210;20;nz;; HI des Hauses Schloßhoferstraße 58 1210 Wien
Rustler;Schlüsselgasse 5;;Wien;1040;4;nz;; WEG Schlüsselgasse 5 1040 Wien
Resag Home;Schlüsselgasse 7;;Wien;1040;4;3;; WEG Schlüsselgasse 7 1040 Wien
HV Zickler;Schlüsselgasse 8;;Wien;1040;4;5;;WEG 04., Schlüsselgasse 8    
IS Immobilien;Schmalzhofgasse 16;;Wien;1060;6;7;; Miteigentümergemeinschaft Schmalzhofgasse 16 1060 Wien
Neue HV;Schmalzhofgasse 18;;Wien;1060;6;nz;Nein, ;WEG  Schmalzhofgasse 18 1060 Wien
Resag Business;Schmalzhofgasse 26;;Wien;1060;6;7;; Hausinhabung des Hauses Schmalzhofgasse 26 1060 Wien
HV Frieden;Schmidgasse 2;;Ma. Anzbach;3034;0;nz;;    
Scheer;Schneidergasse 15;;Wien;1110;11;7;Nein, ;Hausinhabung 1110 Wien Schneidergasse 15   
Resag Home;Schönbrunner Schloß Strasse 42;;Wien;1120;12;11;;Waldvilla Velden GMBH    
Argos;Schönbrunner Schloßstraße 45;;Wien;1120;12;04 10;; HI des Hauses Schönbrunner Schloßstraße 45 1120 Wien
Scheer;Schönbrunner Str. 149;;Wien;1050;5;6;Fr. Yigit, 0699/11577481; Hausinhabung Schönbrunner Str. 149 1050 Wien
Arealis;Schönbrunner Straße 108;;Wien;1050;5;7;;An die Hausinhabung des Hauses  Schönbrunnerstraße 108 1050 Wien
Arealis;Schönbrunner Straße 131;;Wien;1050;5;7;; An die Hausinhabung des Hauses Schönbrunner Straße 131 1050 Wien
Energeia;Schönbrunner Straße 44;;Wien;1050;5;11;;HI des Hauses  Schönbrunnerstraße 44 1050 Wien
;Schönbrunner Straße 48;;Wien;1050;5;nz;;    
IS Immobilien;Schönbrunnerstraße 170;;Wien;1120;12;7;; Miteigentümergemeinschaft Schönbrunnerstraße 170 1120 Wien
IMV;Schönbrunnerstraße 180;;Wien;1120;12;4;;ATU64196168 WEG Schönbrunnerstraße 180   
IMV;Schönbrunnerstraße 22-24;;Wien;1050;5;6;Nein, ; PREMIUM Schönbrunner Straße 22-24 GmbH & Co KG   
Buwog FM;Schönbrunnerstraße 231/Michael-Bernhard-Gasse 1;;Wien;1120;12;4;;IMMOFINANZ Metis Anlagen Leasing GmbH ATU37026204   
IMV;Schönbrunnerstraße 236;;Wien;1120;12;04 10;;Eigentümergemeinschaft Walter Scherb    
Resag Business;Schönbrunnerstraße 266;;Wien;1120;12;5;;An die WEG des Hauses Schönbrunnerstraße 266 1120 Wien
ONLINE;Schönbrunnerstraße 46;;Wien;1050;5;nz;; Palmers AG   
Argos;Schönbrunnerstraße 53;;Wien;1050;5;05 11;; HI des Hauses Schönbrunnerstraße 53 1050 Wien
Resag Home;Schönbrunnerstraße 7;;Wien;1040;4;3;;Conwert Immobilien Invest SE    
Nemeth;Schönbrunnerstraße 81 Haus Hof;;Wien;1050;5;03 06 11;;WEG Schönbrunnerstraße 81    
Nemeth;Schönbrunnerstraße 81 Haus Straße;;Wien;1050;5;9;;WEG Schönbrunnerstraße 81    
IS Immobilien;Schönbrunnerstraße 94;;Wien;1050;5;7;; Miteigentümergemeinschaft Schönbrunnerstraße 94 1050 Wien
Santner;Schönlaterngasse 13;;Wien;1010;1;nz;;An die Hausinhabung  Schönlaterngasse 13 1010 Wien
Arealis;Schönlaterngasse 9;;Wien;1010;1;nz;Can Mazlum, 0664/4542660; An die Hausinhabung des Hauses Schönlaterngasse 9 1010 Wien
Resag Home;Schönngasse 8;;Wien;1020;2;nz;; HI des Hauses Schönngasse 8 1020 Wien
Resag Home;Schopenhauerstraße 19/Kutschkergasse 15;;Wien;1180;18;3;; WEG Schopenhauerstraße 19/Kutschkergasse 15 1180 Wien
IS Immobilien;Schopenhauerstraße 25;;Wien;1180;18;6;;Miteigentümergemeinschaft (MEG)  Schopenhauerstraße 25 1180 Wien
Resag Business;Schopenhauerstraße 45;;Wien;1180;18;6;; Hausinhabung   
IS Immobilien;Schopenhauerstraße 52;;Wien;1180;18;6;Nein, ;Wohnungseigentümergemeinschaft  Schopenhauerstraße 52 1180 Wien
IS Immobilien;Schopenhauerstraße 59;;Wien;1180;18;6;;MEG              ATU13717003  Schopenhauerstraße 59 1180 Wien
IMV;Schopenhauerstraße 67;;Wien;1180;18;5;;WEG Schopenhauerstraße 67    
Neue HV Delta;Schopenhauerstraße 82, Josef Pressl Hof;;Wien;1180;18;nz;Szajki Maria Top 1, 01/4023242;WEG  Schopenhauerstraße 82 1180 Wien
Resag Home;Schottenbastei 4/Helfersdorferstraße 3;;Wien;1010;1;3;; WEG Schottenbastei /Helfersdorferstraße 3 1010 Wien
Besitztum;Schottenfeldgasse 1;;Wien;1070;7;5;; Hausinhabung Schottenfeldgasse 1 1070 Wien
immoW16;Schottenfeldgasse 14;;Wien;1070;7;11;;An die Hausinhabung des Hauses  Schottenfeldgasse 14 1070 Wien
Resag Home;Schottenfeldgasse 20;;Wien;1070;7;nz;;    
Arealis;Schottenfeldgasse 29;;Wien;1070;7;6;; An die Hausinhabung des Hauses Schottenfeldgasse 29 1070 Wien
BUWOG;Schottenfeldgasse 35;;Wien;1070;7;3;;AAC ANARCO Liegenschaftsverwaltung GmbH & Co KG ATU66645428   
IMV;Schottenfeldgasse 50;;Wien;1070;7;03 09;;WEG Schottenfeldgasse 50    
Energeia;Schottenfeldgasse 86;;Wien;1070;7;9;;An die Hausinhabung  Schottenfeldgasse 86 1070 Wien
Arealis;Schottenring 17;;Wien;1010;1;7;; An die Hausinhabung des Hauses Schottenring 17 1010 Wien
Arealis;Schottenring 23;;Wien;1010;1;7;; An die Hausinhabung des Hauses Schottenring 23 1010 Wien
Arealis;Schottenring 28;;Wien;1010;1;5;; An die Hausinhabung des Hauses Schottenring 28 1010 Wien
Arealis;Schottenring 30;;Wien;1010;1;nz;;    
Arealis;Schottenring 35;;Wien;1010;1;7;; An die Hausinhabung des Hauses Schottenring 35 1010 Wien
Schiansky;Schrailplatz 1;;Wien;1230;23;8;;WE-Gemeinschaft  Schrailplatz 1 1230 Wien
Buwog FM;Schreyvogelgasse 2/Teinfaltstraße 6;;Wien;1010;1;4;;IMMOFINANZ Artemis Immobilien Vermietung GmbH    
Palmers;Schreyvogelgasse 8;;Wien;1010;1;6;;An die Hausinhabung des Hauses  Schreyvogelgasse 8 1010 Wien
HV Frieden;Schrickerstraße 30;;Lanzendorf;2130;0;nz;; WEG Schrickerstraße 30 2130 Lanzendorf
Steinbrecher;Schrottgasse 4;;Wien;1030;3;11;;An die Hausinhabung des Hauses  Schrottgasse 4 1030 Wien
Salzner;Schrottgießergasse 1;;Wien;1020;2;3;;Hi des Hauses  Schrottgießergasse 1 1020 Wien
IMV;Schubertgasse 15;;Wien;1090;9;7;Nein, ;Dkfm. Dr. Georg Wailand    
IMMO Contract;Schubertgasse 20;;Wien;1090;9;nz;;Hausinhabung  Schubertgasse 20 1090 Wien
Resag Home;Schulerstraße 1-3;;Wien;1010;1;3;;HI des Hauses  Schulerstraße 1-3 1010 Wien
Schönere Zukunft;Schulgasse 2;;Hohenau/March;2273;;nz;Fr. Sukup, ;WEG  Schulgasse 2 2273 Hohenau/March
IMV;Schulgasse 35;;Wien;1180;18;03 09;;Miteigentümergemeinschaft Schulgasse 35    
IMV;Schulgasse 54;;Wien;1180;18;10;;WALTER IMMO-REAL LKW WALTER AG  & Co OHG    
IMV;Schulgasse 60/Teschnergasse 27;;Wien;1180;18;8;Fa. Dimmi, ; WEG Schulgasse 60/Teschnergasse 27   
Neue Hausverwaltung;Schulhof 6;;Wien;1010;1;nz;Nur Freitags, 0676/3005500;Hausinhabung    
Volksschule;Schulplatz 2;;Maria Enzersdorf;2344;0;04 10;;Volksschule Schulplatz    
Palmers;Schultergasse 1;;Wien;1010;1;6;;    
Schönere Zukunft1;Schultheßgasse 4;;Wien;1170;17;5;Fr. Wächter, 01/9561352;    
Siegl;Schulweg 3/Hyrtlstraße 21;;Mödling;2340;0;4;;Hausinhabung    
IMV;Schulz-Straßnitzkigasse 4;;Wien;1090;9;3;;Objekt Schulz-Straßnitzki-Gasse 4 L.B.V. Liegenschaftsverwaltung GmbH & Co KEG   
Argos;Schumanngasse 3;;Wien;1180;18;05 11;; HI des Hauses Schumanngasse 3 1180 Wien
Buwog FM;Schumanngasse 67;;Wien;1170;17;03 09;Nein, ;IMMOFINANZ Gamma Liegenschafts- und Mobilienvermietungs Ges.m.b.H   
IMV;Schüttauplatz 19-21;;Wien;1220;22;nz;Hr. Dvorak, 01/2699544;WEG Schüttauplatz 19-21    
IMV;Schützengasse 24;;Wien;1030;3;10;;WALTER IMMO-REAL LKW Walter AG & Co OHG    
IMV IMV;Schützengasse 8;;Wien;1030;3;4;;Lt Liegenschaftsverwaltungs GmbH    
Arealis;Schwarzenbergplatz 16;;Wien;1010;1;6;; An die Hausinhabung des Hauses Schwarzenbergplatz 16 1010 Wien
IMV;Schwarzenbergstraße 8;;Wien;1010;1;10;Hr. Rubicko, 0676/82061021;WEG Schwarzenbergstraße 8    
Arealis;Schwarzhorngasse 13;;Wien;1050;5;7;; An die Hausinhabung des Hauses Schwarzhorngasse 13 1050 Wien
Örag;Schwarzspanierstraße 18;;Wien;1090;9;nz;;Wüstenrot Versicherungs AG    
Arealis;Schweglerstraße 33;;Wien;1150;15;6;;An die Hausinhabung des Hauses  Schweglerstraße 33 1150 Wien
IMV;Schweizertalstraße 8-10;;Wien;1130;13;nz;; WEG Schweizertalstraße 8-10 1130 Wien
IMV;Schwenkgasse 10;;Wien;1120;12;nz;Fr. Kovacevic, 0699/12629291;WEG  Tivoligasse 63-71 1120 Wien
IMV;Schwenkgasse 12;;Wien;1120;12;nz;Fr. Kovacevic, 0699/12629291;WEG  Tivoligasse 63-71 1120 Wien
IMV;Schwenkgasse 14;;Wien;1120;12;nz;Hr. Gajik, 0699/19665876;WEG  Tivoligasse 63-71 1120 Wien
IMV;Schwenkgasse 16;;Wien;1120;12;nz;;WEG  Tivoligasse 63-71 1120 Wien
IMV;Schwenkgasse 18;;Wien;1120;12;nz;Hr. Gajik, 0699/19665876;WEG  Tivoligasse 63-71 1120 Wien
IMV;Schwenkgasse 20;;Wien;1120;12;nz;Hr. Gajik, 0699/19665876;WEG  Tivoligasse 63-71 1120 Wien
IMV;Schwenkgasse 4;;Wien;1120;12;nz;Hr. Schwind, 0664/3032888;WEG  Tivoligasse 63-71 1120 Wien
IMV;Schwenkgasse 6;;Wien;1120;12;nz;Hr. Schwind, 0664/3032888;WEG  Tivoligasse 63-71 1120 Wien
IMV;Schwenkgasse 8;;Wien;1120;12;nz;Nein, ;WEG  Schwenkgasse 8 1120 Wien
HV Schneeweiss;Schwertgasse 4;;Wien;1010;1;nz;Nein, ;Hausinhabung des Hauses  Schwertgasse 4 1010 Wien
Mäntler;Schwindgasse 3;;Wien;1040;4;8;;Herrn Dr. Gerth Linhart   
Steinbrecher;Sebastian-Kneipp-Gasse 6;;Wien;1020;2;11;, 0699/19585654;An die HI des Hauses  Sebastian-Kneipp-Gasse 6 1020 Wien
IMV;Sebastian-Kneipp-Gasse 9;;Wien;1020;2;10;;Premium Projektverwaltung GmbH  & Co Sebastian-Kneipp-Gasse 9 KEG UID-Nummer: ATU43057400   
ONLINE;Sechshauserstraße 11;;Wien;1150;15;nz;;R. und J. Klein Familien Privatstiftung    
Resag Home;Sechshauserstraße 7;;Wien;1150;15;04 10;; HI des Hauses Sechshauserstraße 7 1150 Wien
IMV;Sechshauserstraße 88-92;;Wien;1150;15;3;;Braunhirschg. 1/Dreihausg. 2 WEG Sechshauserstr. 88-92  ATU58937468   
Resag Home;Sechskrügelgasse 14;;Wien;1030;3;nz;;HI des Hauses  Sechskrügelgasse 14 1030 Wien
Resag Home;Seeböckgasse 34;;Wien;1160;16;nz;;Conwert Immobilien Invest SE    
IMV;Seeböckgasse 59;;Wien;1160;16;10;;Bank Austria Real Invest Immobilien Kapitalanlage GmbH ATU56650859   
Schauersberg;Seegasse 13;;Wien;1090;9;nz;;MM-Immobilien Invest GmbH   
Doloszeski;Seegasse 2;;Wien;1090;9;3;; WEG Seegasse 2 1090 Wien
IS Immobilien;Seegasse 20-22;;Wien;1090;9;6;; MEG 9., Seegasse 20-22   
;Seidengasse 14;;Wien;1070;7;nz;; HI des Hauses Seidengasse 14 1070 Wien
IMV;Seidengasse 24;;Wien;1070;7;05 11;Nein, ; WEG Seidengasse 24   
Buwog FM;Seidengasse 39/Kaiserstraße 35;;Wien;1070;7;05 11;;SITUS L Liegenschafts Vermietungs GmbH & CO Unternehmensbeteiligungs GmbH   
IS Immobilien;Seidlgasse 7;;Wien;1030;3;8;; Miteigentümergemeinschaft Seidlgasse 7 1030 Wien
Arealis;Seilergasse 2/Graben 7;;Wien;1010;1;9;Ja, 0664/2127034;An die Hausinhabung des Hauses  Seilergasse 2/Graben 7 1010 Wien
IMV;Seitenberggasse 64;;Wien;1160;16;4;;WEG Seitenberggasse 64         ATU64989258    
Schönere Zukunft1;Seitenberggasse 74-76;;Wien;1170;17;5;Fr. Wächter, 01/9561352;    
HV Frieden;Sellingergasse 7/Stiege 1 und 2;;Wien;1110;11;4;;WEG  Sellingergasse 7/Stg. 1+2 1110 Wien
BUWOG;Semmelweisgasse 18/1-4;;Neusiedl/See;7100;;6;Fr. Heckenast, 0664/60828470;Firma BUWOG Bauen und Wohnen GmbH Hietzinger Kai 131 1130 Wien
Steinbrecher;Semperstraße 37;;Wien;1180;18;nz;Hr. Gribic, 0676/6246630;An die Hausinhabung des Hauses  Semperstraße 37 1180 Wien
Riwog;Semperstraße 48;;Wien;1180;18;3;Nein, ; Alpex Beteiligungs GmbH   
IMV;Senefeldergasse 42;;Wien;1100;10;7;; PREMIUM Senefeldergasse 42 GmbH & Co KEG   
IMV;Severin Schreiber Gasse 11-13;;Wien;1180;18;05 11;;Severin Schreiber Gasse 11-13 Liegenschaftsverwertungs GmbH   
HV Zickler;Severin Schreibergasse 4-6;;Wien;1180;18;05 11;Nein, ; WEG 18. Severin Schreibergasse 4-6   
IMV;Severin Schreibergasse 5;;Wien;1180;18;3;;ATU60534933 WALTER IMMOREAL LKW Walter AG  Co OHG   
IMV;Severin Schreibergasse 5 Glasreinigung;;Wien;1180;18;3;;ATU60534933 WALTER IMMOREAL LKW Walter AG  Co OHG   
Arealis;Seybelgasse 16;;Wien;1230;23;7;; An die Hausinhabung des Hauses Seybelgasse 16 1230 Wien
IMMO Contract;Siccardsburggasse 26;;Wien;1100;10;3;;Hausinhabung    
Resag Home;Siebenbrunnenfeldgasse 4-6;;Wien;1050;5;6;; HI des Hauses Siebenbrunnenfeldgasse 4-6 1050 Wien
Argos;Siebenbrunnengasse 30;;Wien;1050;5;04 10;; HI des Hauses Siebenbrunnengasse 30 1050 Wien
;Siebenbrunnengasse 37;;Wien;1050;5;nz;Dimmi, ;LM Immobilienbeteiligungs GmbH & Co Siebenbrunnen KEG    
Buwog FM;Siebenbrunnengasse 8;;Wien;1050;5;10;;IMMOFINANZ Aleos Anlagen Leasing GmbH    
Resag Home;Siebensterngasse 16a;;Wien;1070;7;3;; WEG Siebensterngasse 16a 1070 Wien
ONLINE;Siebensterngasse 25-27;;Wien;1070;7;9;;WEG-Siebensterngasse 25-27    
proVentus;Siebensterngasse 26;;Wien;1070;7;05 11;Hr. Langhammer, 01/5264511; MEG Siebensterngasse 26   
Örag;Siebensterngasse 31;;Wien;1070;7;4;; Wüstenrot Versicherungs AG   
Schönere Zukunft1;Siegesplatz 3;;Wien;1220;22;11;Fr. Pirs, 0676/9543776;    
Faltis;Siegfriedgasse 52;;Wien;1210;21;6;;WEG  Siegfriedgasse 52 1210 Wien
ONLINE;Sieveringer Straße 23A;;Wien;1190;19;8;; Walter Immo-Real LKW Walter AG & Co OHG   
ONLINE;Sieveringer Straße 23A Rigole;;Wien;1190;19;03 06 11;; Walter Immo-Real LKW Walter AG & Co OHG   
IMV;Silbergasse 39-41;;Wien;1190;19;3;;Walter Immo-Real LKW Walter AG & Co OHG    
Resag Home;Simmeringer Hauptstraße 107;;Wien;1110;11;nz;; HI des Hauses Simmeringer Hauptstraße 107 1110 Wien
IMV;Simmeringer Hauptstraße 119;;Wien;1110;11;3;;WEG  Simmeringer Hauptstraße 119 1110 Wien
Nemeth;Simmeringer Hauptstraße 130;;Wien;1110;11;05 11;; Hausinhabung der Liegenschaft Simmeringer Hauptstraße 130 1110 Wien
Neues Leben;Simmeringer Hauptstraße 145;;Wien;1110;11;10;; WEG Simmeringer Hauptstraße 145 1110 Wien
Örag;Simmeringer Hauptstraße 189-191;;Wien;1110;11;9;;ERMIONE Immobilien Invest GMBH    
Familienwohnbau;Simmeringer Hauptstraße 23;;Wien;1110;11;10;;    
IS Immobilien;Simmeringer Hauptstraße 397;;Wien;1110;11;4;; HR Immobilienbesitz- und Verwertungsges.m.b.H Simmeringer Hauptstraße 397 1110 Wien
Schiansky;Simmeringer Hauptstraße 73-75;;Wien;1110;11;10;; WEG 11, Simmeringer Hauptstraße 73-75   
Örag;Simmeringer Hauptstraße 98;;Wien;1110;11;8;;Pollux Immobilien Gmbh    
Arealis;Singerstraße 14;;Wien;1010;1;6;Philipinin?, 01/9679015; An die Hausinhabung des Hauses Singerstraße 14 1010 Wien
Palmers;Singerstraße 4;;Wien;1010;1;6;;Palmers AG    
Arealis;Singerstraße 8;;Wien;1010;1;6;HB, 0676/7277661; An die Hausinhabung des Hauses Singerstraße 8 1010 Wien
Resag Home;Skodagasse 9;;Wien;1080;8;5;;An die Hausinhabung des Hauses  Skodagasse 9 1080 Wien
HV Zickler;Sollingergasse 2;;Wien;1190;19;11;;An die WEG  Sollingergasse 2 1190 Wien
HV Zickler;Sollingergasse 4;;Wien;1190;19;nz;;An die WEG des Hauses  Sollingergasse 2 1190 Wien
Aschbacher;Sommerergasse 11A-1;;Wien;1130;13;nz;;    
Schönere Zukunft;Sonnbergstraße 46;;Ma. Enzersdorf;2344;;11;Fr. Arora, 02236/25144;WEG  Sonnbergstraße 46 2344 Maria Enzersdorf
Ekazent;Sonnenfelsgasse 17;;Wien;1010;1;nz;;Hausinhabung    
Schönere Zukunft;Sonnenhang 15-23;;St. Georgen/Y;3372;;nz;;    
Schönere Zukunft1;Sonnenhang 24+25;;St. Georgen/Y;3304;;9;Nein, ;    
Schönere Zukunft;Sonnenhang 26;;St. Georgen/Ybbsfeld;3372;;nz;Fr. Ebner, 07473/2020;WEG  Sonnenhang 26 3372 St. Georgen/Ybbsfeld
ImmoW16;Sonnenuhrgasse 6;;Wien;1060;6;11;;An die Hausinhabung des Hauses  Sonnenuhrgasse 6 1060 Wien
Schönere Zukunft1;Sonnleiten 21-25;;Euratsfeld;3324;;nz;Nein, ;    
